Top 10 Gross,%± LW,Overall Gross,%± LW.1,Releases,#1 Release,Week,Long Weekend,dates
"$201,633,393",-13.7%,234139529,-9.7%,134,The Help,32,False,2011-08-07
"$139,808,541",-30.7%,179632318,-23.3%,136,The Help,33,False,2011-08-14
"$99,829,698",-28.6%,137102685,-23.7%,140,The Help,34,False,2011-08-21
"$114,907,250",+15.1%,161436697,+17.7%,136,The Help,35,False,2011-08-28
"$80,789,849",-29.7%,109344057,-32.3%,143,Contagion,36,False,2011-09-04
"$110,527,635",+36.8%,136401687,+24.7%,146,The Lion King2011 3D Release,37,False,2011-09-11
"$135,551,669",+22.6%,155047385,+13.7%,146,The Lion King2011 3D Release,38,False,2011-09-18
"$105,872,089",-21.9%,127805558,-17.6%,137,Dolphin Tale,39,False,2011-09-25
"$108,759,905",+2.7%,130735511,+2.3%,136,Real Steel,40,False,2011-10-02
"$94,775,296",-12.9%,115992630,-11.3%,143,Real Steel,41,False,2011-10-09
"$130,461,477",+37.7%,152524730,+31.5%,146,Paranormal Activity 3,42,False,2011-10-16
"$118,805,027",-8.9%,139629440,-8.5%,142,Puss in Boots,43,False,2011-10-23
"$128,579,152",+8.2%,147877492,+5.9%,142,Puss in Boots,44,False,2011-10-30
"$151,751,842",+18%,168363170,+13.9%,129,Immortals,45,False,2011-11-06
"$304,733,871",+100.8%,329160788,+95.5%,118,The Twilight Saga: Breaking Dawn - Part 1,46,False,2011-11-13
"$176,473,774",-42.1%,197927420,-39.9%,115,The Twilight Saga: Breaking Dawn - Part 1,47,False,2011-11-20
"$88,847,279",-49.7%,104461189,-47.2%,108,The Twilight Saga: Breaking Dawn - Part 1,48,False,2011-11-27
"$84,450,516",-4.9%,101221324,-3.1%,117,New Year's Eve,49,False,2011-12-04
"$182,384,988",+116%,213257570,+110.7%,108,Sherlock Holmes: A Game of Shadows,50,False,2011-12-11
"$300,321,580",+64.7%,345401912,+62%,99,Mission: Impossible - Ghost Protocol,51,False,2011-12-18
"$213,642,649",-28.9%,248070722,-28.2%,100,Mission: Impossible - Ghost Protocol,52,False,2011-12-25
"$150,620,904",-29.5%,176213282,-29%,98,The Devil Inside,1,False,2012-01-01
"$149,323,266",-0.9%,191051103,+8.4%,108,Contraband,2,False,2012-01-08
"$133,942,552",-10.3%,175635273,-8.1%,117,Underworld: Awakening,3,False,2012-01-15
"$117,177,296",-12.5%,162946338,-7.2%,112,The Grey,4,False,2012-01-22
"$113,105,124",-3.5%,151149413,-7.2%,112,Chronicle,5,False,2012-01-29
"$225,174,263",+99.1%,260405857,+72.3%,117,The Vow,6,False,2012-02-05
"$192,119,399",-14.7%,227801178,-12.5%,125,Safe House,7,False,2012-02-12
"$134,303,089",-30.1%,169971943,-25.4%,125,Act of Valor,8,False,2012-02-19
"$182,341,151",+35.8%,212870744,+25.2%,125,The Lorax,9,False,2012-02-26
"$157,391,122",-13.7%,187226987,-12%,139,The Lorax,10,False,2012-03-04
"$124,136,351",-21.1%,149333683,-20.2%,133,21 Jump Street,11,False,2012-03-11
"$256,545,436",+106.7%,274488466,+83.8%,128,The Hunger Games,12,False,2012-03-18
"$197,658,231",-23%,213872724,-22.1%,133,The Hunger Games,13,False,2012-03-25
"$163,808,692",-17.1%,176648120,-17.4%,128,The Hunger Games,14,False,2012-04-01
"$133,105,295",-18.7%,147587293,-16.5%,127,The Hunger Games,15,False,2012-04-08
"$152,561,948",+14.6%,175536523,+18.9%,139,Think Like a Man,16,False,2012-04-15
"$116,310,082",-23.8%,142586881,-18.8%,137,Think Like a Man,17,False,2012-04-22
"$322,645,881",+177.4%,338936048,+137.7%,139,The Avengers,18,False,2012-04-29
"$211,352,693",-34.5%,229277363,-32.4%,140,The Avengers,19,False,2012-05-06
"$183,458,682",-13.2%,196111045,-14.5%,133,The Avengers,20,False,2012-05-13
"$220,614,576",+20.3%,236073022,+20.4%,130,Men in Black 3,21,False,2012-05-20
"$183,580,509",-16.8%,199888969,-15.3%,133,Snow White and the Huntsman,22,False,2012-05-27
"$243,319,335",+32.5%,259135403,+29.6%,139,Madagascar 3: Europe's Most Wanted,23,False,2012-06-03
"$181,457,056",-25.4%,197217988,-23.9%,119,Madagascar 3: Europe's Most Wanted,24,False,2012-06-10
"$227,166,947",+25.2%,247135768,+25.3%,115,Brave,25,False,2012-06-17
"$364,397,987",+60.4%,407227730,+64.8%,112,Ted,26,False,2012-06-24
"$267,818,441",-26.5%,297433730,-27%,117,The Amazing Spider-Man,27,False,2012-07-01
"$226,618,534",-15.4%,253392893,-14.8%,120,Ice Age: Continental Drift,28,False,2012-07-08
"$323,341,789",+42.7%,339974008,+34.2%,117,The Dark Knight Rises,29,False,2012-07-15
"$191,873,716",-40.7%,209000501,-38.5%,113,The Dark Knight Rises,30,False,2012-07-22
"$169,538,353",-11.6%,191209829,-8.5%,122,The Dark Knight Rises,31,False,2012-07-29
"$188,756,238",+11.3%,213835068,+11.8%,125,The Bourne Legacy,32,False,2012-08-05
"$171,448,387",-9.2%,199383383,-6.8%,119,The Expendables 2,33,False,2012-08-12
"$102,049,859",-40.5%,133939756,-32.8%,128,The Expendables 2,34,False,2012-08-19
"$117,073,646",+14.7%,156149036,+16.6%,117,The Possession,35,False,2012-08-26
"$60,277,332",-48.5%,87919567,-43.7%,128,The Possession,36,False,2012-09-02
"$83,579,932",+38.7%,114083012,+29.8%,135,Resident Evil: Retribution,37,False,2012-09-09
"$94,199,852",+12.7%,120245860,+5.4%,137,End of Watch,38,False,2012-09-16
"$129,894,790",+37.9%,152474679,+26.8%,137,Hotel Transylvania,39,False,2012-09-23
"$172,449,357",+32.8%,189881467,+24.5%,127,Taken 2,40,False,2012-09-30
"$151,423,457",-12.2%,169040444,-11%,134,Taken 2,41,False,2012-10-07
"$144,076,593",-4.9%,162974135,-3.6%,134,Paranormal Activity 4,42,False,2012-10-14
"$100,548,833",-30.2%,126723820,-22.2%,133,Argo,43,False,2012-10-21
"$151,498,922",+50.7%,179743679,+41.8%,131,Wreck-It Ralph,44,False,2012-10-28
"$211,821,138",+39.8%,231965804,+29.1%,131,Skyfall,45,False,2012-11-04
"$361,708,982",+70.8%,382988260,+65.1%,128,The Twilight Saga: Breaking Dawn - Part 2,46,False,2012-11-11
"$242,206,732",-33%,254086150,-33.7%,113,The Twilight Saga: Breaking Dawn - Part 2,47,False,2012-11-18
"$129,948,327",-46.3%,148475343,-41.6%,117,The Twilight Saga: Breaking Dawn - Part 2,48,False,2012-11-25
"$91,033,020",-29.9%,108922796,-26.6%,131,Skyfall,49,False,2012-12-02
"$174,095,873",+91.2%,192917642,+77.1%,125,The Hobbit: An Unexpected Journey,50,False,2012-12-09
"$266,434,842",+53%,319123357,+65.4%,106,The Hobbit: An Unexpected Journey,51,False,2012-12-16
"$279,940,124",+5.1%,329822992,+3.4%,104,The Hobbit: An Unexpected Journey,52,False,2012-12-23
"$152,133,706",-45.7%,193656826,-41.3%,105,Django Unchained,1,False,2012-12-30
"$149,387,288",-1.8%,187928178,-3%,104,Zero Dark Thirty,2,False,2013-01-06
"$146,662,380",-1.8%,193889853,+3.2%,103,Mama,3,False,2013-01-13
"$105,088,994",-28.3%,146135716,-24.6%,104,Hansel & Gretel: Witch Hunters,4,False,2013-01-20
"$85,975,504",-18.2%,118805418,-18.7%,107,Warm Bodies,5,False,2013-01-27
"$125,253,826",+45.7%,164904804,+38.8%,107,Identity Thief,6,False,2013-02-03
"$168,643,187",+34.6%,199428660,+20.9%,110,A Good Day to Die Hard,7,False,2013-02-10
"$107,063,681",-36.5%,134207125,-32.7%,104,Identity Thief,8,False,2013-02-17
"$111,455,760",+4.1%,140795988,+4.9%,111,Jack the Giant Slayer,9,False,2013-02-24
"$167,146,348",+50%,190987490,+35.6%,115,Oz the Great and Powerful,10,False,2013-03-03
"$120,884,098",-27.7%,141553988,-25.9%,111,Oz the Great and Powerful,11,False,2013-03-10
"$186,579,465",+54.3%,206711471,+46%,127,The Croods,12,False,2013-03-17
"$196,934,467",+5.5%,212101323,+2.6%,134,G.I. Joe: Retaliation,13,False,2013-03-24
"$155,693,268",-20.9%,169598356,-20%,133,Evil Dead,14,False,2013-03-31
"$133,217,250",-14.4%,150099389,-11.5%,133,42,15,False,2013-04-07
"$122,641,148",-7.9%,141603891,-5.7%,135,Oblivion,16,False,2013-04-14
"$101,153,160",-17.5%,120572561,-14.9%,134,Pain & Gain,17,False,2013-04-21
"$257,961,549",+155%,271247902,+125%,135,Iron Man 3,18,False,2013-04-28
"$204,809,319",-20.6%,218514742,-19.4%,134,Iron Man 3,19,False,2013-05-05
"$208,678,960",+1.9%,220229837,+0.8%,119,Star Trek Into Darkness,20,False,2013-05-12
"$358,998,311",+72%,369640050,+67.8%,117,Fast & Furious 6,21,False,2013-05-19
"$219,986,128",-38.7%,229027733,-38%,123,Fast & Furious 6,22,False,2013-05-26
"$205,830,183",-6.4%,232123083,+1.4%,119,The Purge,23,False,2013-06-02
"$271,838,230",+32.1%,289031400,+24.5%,113,Man of Steel,24,False,2013-06-09
"$337,710,172",+24.2%,356403141,+23.3%,113,Monsters University,25,False,2013-06-16
"$357,517,138",+5.9%,382677490,+7.4%,117,Monsters University,26,False,2013-06-23
"$323,465,572",-9.5%,339155772,-11.4%,107,Despicable Me 2,27,False,2013-06-30
"$273,856,971",-15.3%,300442364,-11.4%,119,Despicable Me 2,28,False,2013-07-07
"$263,954,181",-3.6%,296904641,-1.2%,120,The Conjuring,29,False,2013-07-14
"$226,435,781",-14.2%,264928176,-10.8%,115,The Wolverine,30,False,2013-07-21
"$180,883,701",-20.1%,225090192,-15%,113,2 Guns,31,False,2013-07-28
"$204,748,975",+13.2%,237865897,+5.7%,113,Elysium,32,False,2013-08-04
"$162,803,477",-20.5%,205691977,-13.5%,128,The Butler,33,False,2013-08-11
"$118,521,644",-27.2%,157051178,-23.6%,126,The Butler,34,False,2013-08-18
"$125,742,252",+6.1%,186119930,+18.5%,127,The Butler,35,False,2013-08-25
"$79,372,983",-36.9%,110174966,-40.8%,147,Riddick,36,False,2013-09-01
"$107,367,381",+35.3%,130724749,+18.7%,151,Insidious: Chapter 2,37,False,2013-09-08
"$90,069,837",-16.1%,113042385,-13.5%,152,Prisoners,38,False,2013-09-15
"$114,394,335",+27%,136352516,+20.6%,143,Cloudy with a Chance of Meatballs 2,39,False,2013-09-22
"$150,163,820",+31.3%,170507756,+25%,143,Gravity,40,False,2013-09-29
"$144,942,414",-3.5%,163531879,-4.1%,137,Gravity,41,False,2013-10-06
"$118,733,723",-18.1%,137515450,-15.9%,134,Gravity,42,False,2013-10-13
"$123,093,095",+3.7%,136670494,-0.6%,127,Jackass Presents: Bad Grandpa,43,False,2013-10-20
"$149,483,282",+21.4%,166027607,+21.5%,130,Ender's Game,44,False,2013-10-27
"$207,463,472",+38.8%,221692830,+33.5%,136,Thor: The Dark World,45,False,2013-11-03
"$145,499,676",-29.9%,161583196,-27.1%,125,Thor: The Dark World,46,False,2013-11-10
"$328,856,289",+126%,356497254,+120.6%,116,The Hunger Games: Catching Fire,47,False,2013-11-17
"$223,223,284",-32.1%,246833082,-30.8%,122,The Hunger Games: Catching Fire,48,False,2013-11-24
"$110,073,479",-50.7%,125400294,-49.2%,105,Frozen,49,False,2013-12-01
"$193,974,627",+76.2%,210111906,+67.6%,108,The Hobbit: The Desolation of Smaug,50,False,2013-12-08
"$300,954,757",+55.2%,347353915,+65.3%,94,The Hobbit: The Desolation of Smaug,51,False,2013-12-15
"$315,587,345",+4.9%,368526048,+6.1%,92,Frozen,52,False,2013-12-22
"$159,343,109",-49.5%,190086612,-48.4%,92,Frozen,1,False,2013-12-29
"$150,397,106",-5.6%,188892293,-0.6%,101,Lone Survivor,2,False,2014-01-05
"$203,206,065",+35.1%,246827021,+30.7%,104,Ride Along,3,False,2014-01-12
"$120,507,999",-40.7%,154648033,-37.3%,110,Ride Along,4,False,2014-01-19
"$85,426,599",-29.1%,114148109,-26.2%,106,Ride Along,5,False,2014-01-26
"$161,597,230",+89.2%,193105244,+69.2%,120,The Lego Movie,6,False,2014-02-02
"$208,274,585",+28.9%,241339975,+25%,118,The Lego Movie,7,False,2014-02-09
"$117,537,472",-43.6%,142101720,-41.1%,119,The Lego Movie,8,False,2014-02-16
"$132,712,053",+12.9%,159786536,+12.4%,126,Non-Stop,9,False,2014-02-23
"$170,490,799",+28.5%,193720702,+21.2%,117,300: Rise of an Empire,10,False,2014-03-02
"$127,965,571",-24.9%,149677184,-22.7%,122,Mr. Peabody & Sherman,11,False,2014-03-09
"$170,465,445",+33.2%,188112093,+25.7%,124,Divergent,12,False,2014-03-16
"$159,801,347",-6.3%,181733864,-3.4%,124,Noah,13,False,2014-03-23
"$196,678,724",+23.1%,212596140,+17%,126,Captain America: The Winter Soldier,14,False,2014-03-30
"$186,574,452",-5.1%,203338691,-4.4%,121,Captain America: The Winter Soldier,15,False,2014-04-06
"$156,755,135",-16%,181264941,-10.9%,121,Captain America: The Winter Soldier,16,False,2014-04-13
"$125,165,476",-20.2%,151618577,-16.4%,123,The Other Woman,17,False,2014-04-20
"$175,759,587",+40.4%,193201263,+27.4%,127,The Amazing Spider-Man 2,18,False,2014-04-27
"$160,996,916",-8.4%,179028025,-7.3%,129,Neighbors,19,False,2014-05-04
"$216,442,291",+34.4%,232393700,+29.8%,120,Godzilla,20,False,2014-05-11
"$256,416,763",+18.5%,276211722,+18.9%,119,X-Men: Days of Future Past,21,False,2014-05-18
"$216,842,737",-15.4%,230601707,-16.5%,119,Maleficent,22,False,2014-05-25
"$220,504,224",+1.7%,235595385,+2.2%,130,The Fault in Our Stars,23,False,2014-06-01
"$259,565,768",+17.7%,274993544,+16.7%,138,22 Jump Street,24,False,2014-06-08
"$203,528,148",-21.6%,220210101,-19.9%,125,22 Jump Street,25,False,2014-06-15
"$260,558,197",+28%,289901037,+31.6%,135,Transformers: Age of Extinction,26,False,2014-06-22
"$176,616,643",-32.2%,204482485,-29.5%,121,Transformers: Age of Extinction,27,False,2014-06-29
"$200,657,605",+13.6%,227126382,+11.1%,129,Dawn of the Planet of the Apes,28,False,2014-07-06
"$191,125,930",-4.8%,220539822,-2.9%,125,Dawn of the Planet of the Apes,29,False,2014-07-13
"$192,387,445",+0.7%,228576572,+3.6%,129,Lucy,30,False,2014-07-20
"$240,966,020",+25.3%,271992148,+19%,125,Guardians of the Galaxy,31,False,2014-07-27
"$246,226,841",+2.2%,276226383,+1.6%,129,Teenage Mutant Ninja Turtles,32,False,2014-08-03
"$176,836,799",-28.2%,203826063,-26.2%,118,Teenage Mutant Ninja Turtles,33,False,2014-08-10
"$130,765,914",-26.1%,157750308,-22.6%,119,Guardians of the Galaxy,34,False,2014-08-17
"$122,883,981",-6%,163548362,+3.7%,125,Guardians of the Galaxy,35,False,2014-08-24
"$63,265,254",-48.5%,88040756,-46.2%,138,Guardians of the Galaxy,36,False,2014-08-31
"$91,833,864",+45.2%,116621917,+32.5%,144,No Good Deed,37,False,2014-09-07
"$114,768,662",+25%,133255672,+14.3%,141,The Maze Runner,38,False,2014-09-14
"$122,343,816",+6.6%,139361329,+4.6%,155,The Equalizer,39,False,2014-09-21
"$175,329,016",+43.3%,193722333,+39%,146,Gone Girl,40,False,2014-09-28
"$178,687,633",+1.9%,202385961,+4.5%,139,Gone Girl,41,False,2014-10-05
"$150,451,372",-15.8%,172777362,-14.6%,135,Fury,42,False,2014-10-12
"$126,307,521",-16%,151552712,-12.3%,136,Ouija,43,False,2014-10-19
"$99,964,533",-20.9%,129970379,-14.2%,130,Nightcrawler,44,False,2014-10-26
"$197,210,080",+97.3%,218258177,+67.9%,135,Big Hero 6,45,False,2014-11-02
"$155,116,315",-21.3%,174787606,-19.9%,125,Dumb and Dumber To,46,False,2014-11-09
"$279,179,001",+80%,301024424,+72.2%,111,The Hunger Games: Mockingjay - Part 1,47,False,2014-11-16
"$180,547,923",-35.3%,195931810,-34.9%,117,The Hunger Games: Mockingjay - Part 1,48,False,2014-11-23
"$87,660,059",-51.4%,101819700,-48%,117,The Hunger Games: Mockingjay - Part 1,49,False,2014-11-30
"$129,511,984",+47.7%,146098083,+43.5%,109,The Hobbit: The Battle of the Five Armies,50,False,2014-12-07
"$240,192,982",+85.5%,287998336,+97.1%,102,The Hobbit: The Battle of the Five Armies,51,False,2014-12-14
"$330,568,594",+37.6%,391450158,+35.9%,93,The Hobbit: The Battle of the Five Armies,52,False,2014-12-21
"$158,783,825",-52%,197541369,-49.5%,101,The Hobbit: The Battle of the Five Armies,1,False,2014-12-28
"$134,822,729",-15.1%,165590418,-16.2%,102,Taken 3,2,False,2015-01-04
"$262,550,545",+94.7%,299050139,+80.6%,103,American Sniper,3,False,2015-01-11
"$171,072,262",-34.8%,202836555,-32.2%,109,American Sniper,4,False,2015-01-18
"$105,952,246",-38.1%,136462275,-32.7%,105,American Sniper,5,False,2015-01-25
"$161,550,818",+52.5%,187711999,+37.6%,104,The SpongeBob Movie: Sponge Out of Water,6,False,2015-02-01
"$264,466,422",+63.7%,291159331,+55.1%,102,Fifty Shades of Grey,7,False,2015-02-08
"$134,348,130",-49.2%,155693517,-46.5%,106,Fifty Shades of Grey,8,False,2015-02-15
"$114,282,869",-14.9%,137546307,-11.7%,108,Focus,9,False,2015-02-22
"$97,655,510",-14.5%,121657937,-11.6%,111,Chappie,10,False,2015-03-01
"$153,927,894",+57.6%,176458901,+45%,108,Cinderella,11,False,2015-03-08
"$150,960,533",-1.9%,170340262,-3.5%,109,The Divergent Series: Insurgent,12,False,2015-03-15
"$187,867,298",+24.4%,203140997,+19.3%,105,Home,13,False,2015-03-22
"$297,674,716",+58.4%,310171232,+52.7%,113,Furious 7,14,False,2015-03-29
"$154,534,173",-48.1%,165748533,-46.6%,116,Furious 7,15,False,2015-04-05
"$137,709,352",-10.9%,153661866,-7.3%,128,Furious 7,16,False,2015-04-12
"$98,576,762",-28.4%,121168729,-21.1%,126,Furious 7,17,False,2015-04-19
"$279,355,345",+183.4%,292973658,+141.8%,119,Avengers: Age of Ultron,18,False,2015-04-26
"$152,015,224",-45.6%,168341793,-42.5%,105,Avengers: Age of Ultron,19,False,2015-05-03
"$229,442,324",+50.9%,240944976,+43.1%,110,Pitch Perfect 2,20,False,2015-05-10
"$215,620,717",-6%,231396990,-4%,109,Tomorrowland,21,False,2015-05-17
"$185,007,929",-14.2%,197581693,-14.6%,102,San Andreas,22,False,2015-05-24
"$172,965,617",-6.5%,188236012,-4.7%,106,Spy,23,False,2015-05-31
"$381,394,152",+120.5%,393685383,+109.1%,103,Jurassic World,24,False,2015-06-07
"$344,772,333",-9.6%,359026887,-8.8%,106,Jurassic World,25,False,2015-06-14
"$287,936,011",-16.5%,308982327,-13.9%,113,Inside Out,26,False,2015-06-21
"$205,642,362",-28.6%,219271846,-29%,109,Inside Out,27,False,2015-06-28
"$298,663,190",+45.2%,317115561,+44.6%,111,Minions,28,False,2015-07-05
"$263,226,406",-11.9%,287718827,-9.3%,111,Ant-Man,29,False,2015-07-12
"$211,623,059",-19.6%,234284409,-18.6%,109,Ant-Man,30,False,2015-07-19
"$206,831,051",-2.3%,228033383,-2.7%,107,Mission: Impossible - Rogue Nation,31,False,2015-07-26
"$166,668,244",-19.4%,197998776,-13.2%,109,Mission: Impossible - Rogue Nation,32,False,2015-08-02
"$188,060,304",+12.8%,217243616,+9.7%,107,Straight Outta Compton,33,False,2015-08-09
"$118,033,861",-37.2%,151043437,-30.5%,112,Straight Outta Compton,34,False,2015-08-16
"$86,781,228",-26.5%,123514184,-18.2%,109,Straight Outta Compton,35,False,2015-08-23
"$89,655,180",+3.3%,135308637,+9.5%,106,War Room,36,False,2015-08-30
"$102,460,582",+14.3%,130021845,-3.9%,116,The Perfect Guy,37,False,2015-09-06
"$125,278,039",+22.3%,147971889,+13.8%,123,Maze Runner: The Scorch Trials,38,False,2015-09-13
"$160,912,186",+28.4%,178104358,+20.4%,132,Hotel Transylvania 2,39,False,2015-09-20
"$180,160,486",+12%,194094453,+9%,134,The Martian,40,False,2015-09-27
"$146,051,549",-18.9%,163510725,-15.8%,131,The Martian,41,False,2015-10-04
"$139,802,739",-4.3%,159339684,-2.6%,123,Goosebumps,42,False,2015-10-11
"$116,646,326",-16.6%,138324130,-13.2%,119,The Martian,43,False,2015-10-18
"$79,468,121",-31.9%,102245901,-26.1%,116,The Martian,44,False,2015-10-25
"$202,397,173",+154.7%,222330376,+117.4%,128,Spectre,45,False,2015-11-01
"$117,791,221",-41.8%,137611030,-38.1%,124,Spectre,46,False,2015-11-08
"$263,741,064",+123.9%,287462185,+108.9%,112,The Hunger Games: Mockingjay - Part 2,47,False,2015-11-15
"$201,938,909",-23.4%,221009228,-23.1%,104,The Hunger Games: Mockingjay - Part 2,48,False,2015-11-22
"$112,860,146",-44.1%,128585893,-41.8%,104,The Hunger Games: Mockingjay - Part 2,49,False,2015-11-29
"$89,925,521",-20.3%,105472167,-18%,99,The Hunger Games: Mockingjay - Part 2,50,False,2015-12-06
"$490,576,052",+445.5%,512582385,+386%,85,Star Wars: Episode VII - The Force Awakens,51,False,2015-12-13
"$483,986,309",-1.3%,528565948,+3.1%,80,Star Wars: Episode VII - The Force Awakens,52,False,2015-12-20
"$260,670,818",-46.1%,288654414,-45.4%,90,Star Wars: Episode VII - The Force Awakens,1,False,2015-12-27
"$190,991,525",-26.7%,213602441,-26%,96,The Revenant,2,False,2016-01-03
"$205,683,379",+7.7%,238871426,+11.8%,92,Ride Along 2,3,False,2016-01-10
"$129,331,831",-37.1%,156607426,-34.4%,92,The Revenant,4,False,2016-01-17
"$146,877,028",+13.6%,175098230,+11.8%,101,Kung Fu Panda 3,5,False,2016-01-24
"$98,437,500",-33%,126658082,-27.7%,99,Kung Fu Panda 3,6,False,2016-01-31
"$296,080,748",+200.8%,329793400,+160.4%,106,Deadpool,7,False,2016-02-07
"$157,561,659",-46.8%,185742605,-43.7%,110,Deadpool,8,False,2016-02-14
"$119,143,297",-24.4%,147646667,-20.5%,94,Deadpool,9,False,2016-02-21
"$182,230,212",+53%,208317815,+41.1%,107,Zootopia,10,False,2016-02-28
"$162,361,817",-10.9%,190782393,-8.4%,119,Zootopia,11,False,2016-03-06
"$160,619,298",-1.1%,183382558,-3.9%,129,Zootopia,12,False,2016-03-13
"$325,666,509",+102.8%,339295945,+85%,116,Batman v Superman: Dawn of Justice,13,False,2016-03-20
"$153,564,815",-52.8%,171163378,-49.6%,122,Batman v Superman: Dawn of Justice,14,False,2016-03-27
"$115,682,844",-24.7%,135033390,-21.1%,123,The Boss,15,False,2016-04-03
"$210,976,113",+82.4%,227357903,+68.4%,133,The Jungle Book,16,False,2016-04-10
"$152,328,345",-27.8%,169457225,-25.5%,131,The Jungle Book,17,False,2016-04-17
"$121,133,026",-20.5%,137077341,-19.1%,126,The Jungle Book,18,False,2016-04-24
"$291,503,831",+140.6%,301892803,+120.2%,126,Captain America: Civil War,19,False,2016-05-01
"$158,035,135",-45.8%,169562436,-43.8%,128,Captain America: Civil War,20,False,2016-05-08
"$168,833,570",+6.8%,181470823,+7%,136,The Angry Birds Movie,21,False,2016-05-15
"$236,011,076",+39.8%,247632860,+36.5%,122,X-Men: Apocalypse,22,False,2016-05-22
"$174,025,875",-26.3%,190377155,-23.1%,116,Teenage Mutant Ninja Turtles: Out of the Shadows,23,False,2016-05-29
"$198,378,169",+14%,218751484,+14.9%,119,The Conjuring 2,24,False,2016-06-05
"$345,659,071",+74.2%,361778568,+65.4%,117,Finding Dory,25,False,2016-06-12
"$272,137,537",-21.3%,291415238,-19.4%,121,Finding Dory,26,False,2016-06-19
"$291,553,354",+7.1%,310795591,+6.7%,118,Finding Dory,27,False,2016-06-26
"$304,656,108",+4.5%,323895350,+4.2%,116,The Secret Life of Pets,28,False,2016-07-03
"$228,684,954",-24.9%,248477598,-23.3%,123,The Secret Life of Pets,29,False,2016-07-10
"$263,801,214",+15.4%,297489688,+19.7%,127,Star Trek Beyond,30,False,2016-07-17
"$260,357,510",-1.3%,283985335,-4.5%,118,Jason Bourne,31,False,2016-07-24
"$311,633,928",+19.7%,329772931,+16.1%,113,Suicide Squad,32,False,2016-07-31
"$225,808,846",-27.5%,254073490,-23%,119,Suicide Squad,33,False,2016-08-07
"$158,392,118",-29.9%,187165556,-26.3%,117,Suicide Squad,34,False,2016-08-14
"$125,815,574",-20.6%,164705279,-12%,123,Don't Breathe,35,False,2016-08-21
"$99,986,588",-20.5%,149628708,-9.2%,117,Don't Breathe,36,False,2016-08-28
"$106,356,361",+6.4%,134442104,-10.1%,134,Sully,37,False,2016-09-04
"$94,941,085",-10.7%,121858383,-9.4%,145,Sully,38,False,2016-09-11
"$120,828,346",+27.3%,136363465,+11.9%,145,The Magnificent Seven,39,False,2016-09-18
"$132,901,713",+10%,150273974,+10.2%,151,Miss Peregrine's Home for Peculiar Children,40,False,2016-09-25
"$130,863,569",-1.5%,147944082,-1.6%,143,The Girl on the Train,41,False,2016-10-02
"$113,024,865",-13.6%,132518142,-10.4%,140,The Accountant,42,False,2016-10-09
"$141,663,312",+25.3%,163330723,+23.3%,137,Boo! A Madea Halloween,43,False,2016-10-16
"$99,997,914",-29.4%,120277440,-26.4%,131,Boo! A Madea Halloween,44,False,2016-10-23
"$236,056,509",+136.1%,251689176,+109.3%,133,Doctor Strange,45,False,2016-10-30
"$181,563,018",-23.1%,198097131,-21.3%,139,Doctor Strange,46,False,2016-11-06
"$246,995,267",+36%,272804552,+37.7%,136,Fantastic Beasts and Where to Find Them,47,False,2016-11-13
"$206,096,604",-16.6%,224632572,-17.7%,131,Moana,48,False,2016-11-20
"$108,153,495",-47.5%,125024701,-44.3%,141,Moana,49,False,2016-11-27
"$97,054,247",-10.3%,113543682,-9.2%,125,Moana,50,False,2016-12-04
"$327,391,706",+237.3%,351825485,+209.9%,112,Rogue One: A Star Wars Story,51,False,2016-12-11
"$425,787,155",+30.1%,468076682,+33%,98,Rogue One: A Star Wars Story,52,False,2016-12-18
"$276,755,601",-35%,311003351,-33.6%,85,Rogue One: A Star Wars Story,53,False,2016-12-25
"$166,028,358",-40%,191327544,-38.5%,95,Hidden Figures,1,False,2017-01-01
"$173,560,332",+4.5%,219559431,+14.8%,86,Hidden Figures,2,False,2017-01-08
"$158,473,129",-8.7%,193994143,-11.6%,102,Split,3,False,2017-01-15
"$142,754,460",-9.9%,183789954,-5.3%,103,Split,4,False,2017-01-22
"$99,044,614",-30.6%,131654279,-28.4%,105,Split,5,False,2017-01-29
"$235,189,400",+137.5%,260606517,+97.9%,96,Fifty Shades Darker,6,False,2017-02-05
"$186,990,395",-20.5%,222117063,-14.8%,90,The Lego Batman Movie,7,False,2017-02-12
"$141,705,398",-24.2%,169125603,-23.9%,88,Get Out,8,False,2017-02-19
"$222,698,213",+57.2%,252960428,+49.6%,108,Logan,9,False,2017-02-26
"$205,667,563",-7.6%,227604378,-10%,114,Kong: Skull Island,10,False,2017-03-05
"$336,315,430",+63.5%,348996112,+53.3%,111,Beauty and the Beast,11,False,2017-03-12
"$254,888,561",-24.2%,267856889,-23.2%,107,Beauty and the Beast,12,False,2017-03-19
"$210,753,353",-17.3%,222360225,-17%,111,The Boss Baby,13,False,2017-03-26
"$150,992,825",-28.4%,172540812,-22.4%,114,The Boss Baby,14,False,2017-04-02
"$209,224,835",+38.6%,228479867,+32.4%,116,The Fate of the Furious,15,False,2017-04-09
"$116,914,535",-44.1%,140940360,-38.3%,120,The Fate of the Furious,16,False,2017-04-16
"$102,775,494",-12.1%,129454379,-8.1%,118,The Fate of the Furious,17,False,2017-04-23
"$232,845,232",+126.6%,248475475,+91.9%,117,Guardians of the Galaxy Vol. 2,18,False,2017-04-30
"$160,091,852",-31.2%,176042644,-29.2%,123,Guardians of the Galaxy Vol. 2,19,False,2017-05-07
